user_id,user_email,user_first_name,user_last_name,user_dob,user_role,user_phone,user_city,user_state,user_zip,user_school,user_employer,user_field_of_interest,user_password
425,oliver.lewis443@community.org,Oliver,Lewis,9/28/13,participant,801-458-8772,Logan,UT,84561,North Summit High,,STEM,default
426,olivia.martin444@community.org,Olivia,Martin,12/20/11,participant,801-732-5423,Logan,UT,84679,,Local Library,Both,default
427,camila.clark445@ellarises.org,Camila,Clark,5/4/04,participant,801-832-2928,Pleasant Grove,UT,84737,East Ridge Middle,,STEM,default
428,jackson.gonzalez446@studentmail.org,Jackson,Gonzalez,1/11/06,participant,801-735-4304,Layton,UT,84852,,Art Studio,Arts,default
429,savannah.hernandez447@ellarises.org,Savannah,Hernandez,6/1/05,participant,801-412-8875,Spanish Fork,UT,84933,Valley Charter,,STEM,default
430,olivia.garcia448@ellarises.org,Olivia,Garcia,9/7/99,participant,801-292-9383,Spanish Fork,UT,84153,,Art Studio,Both,default
431,elizabeth.taylor449@studentmail.org,Elizabeth,Taylor,2/15/99,participant,801-470-8606,Riverton,UT,84304,East Ridge Middle,,STEM,default
432,mia.jackson450@learners.net,Mia,Jackson,2/18/00,participant,801-956-2898,Lehi,UT,84437,,Community Center,STEM,default
433,olivia.rodriguez451@studentmail.org,Olivia,Rodriguez,6/11/14,participant,801-648-5395,Lehi,UT,84367,East Ridge Middle,,Arts,default
434,violet.lopez452@ellarises.org,Violet,Lopez,8/26/06,participant,801-667-5453,Bountiful,UT,84410,,Art Studio,Arts,default
435,oliver.hernandez453@ellarises.org,Oliver,Hernandez,7/29/01,participant,801-943-1960,St. George,UT,84713,East Ridge Middle,,Arts,default
436,levi.torres454@community.org,Levi,Torres,9/18/11,participant,801-588-6875,Orem,UT,84626,Westview High,,Both,default
437,sofia.walker455@community.org,Sofia,Walker,1/12/99,participant,801-621-8220,Logan,UT,84909,East Ridge Middle,,Arts,default
438,addison.walker457@learners.net,Addison,Walker,4/6/98,participant,801-771-1894,Bountiful,UT,84153,,Tech Apprenticeship,STEM,default
439,mateo.walker458@community.org,Mateo,Walker,3/11/05,participant,801-969-9055,Orem,UT,84077,Valley Charter,,Arts,default
440,penelope.brown459@studentmail.org,Penelope,Brown,4/18/08,participant,801-440-2291,Bountiful,UT,84413,Mountain View High,,Both,default
441,lucas.garcia460@community.org,Lucas,Garcia,9/18/14,participant,801-321-9148,Riverton,UT,84324,,Tech Apprenticeship,STEM,default
442,mila.sanchez461@community.org,Mila,Sanchez,1/15/00,participant,801-762-1002,Provo,UT,84571,,Retail Store,Both,default
443,brooklyn.allen462@studentmail.org,Brooklyn,Allen,3/21/99,participant,801-549-6953,Riverton,UT,84974,,Community Center,STEM,default
444,benjamin.perez463@community.org,Benjamin,Perez,3/9/00,participant,801-663-2868,Draper,UT,84734,,Retail Store,Both,default
445,victoria.smith464@learners.net,Victoria,Smith,4/14/10,participant,801-848-5783,Draper,UT,84850,,Cafe Rio,Arts,default
446,mila.williams465@studentmail.org,Mila,Williams,5/26/00,participant,801-934-7704,Spanish Fork,UT,84144,BYU,,Both,default
447,nora.gonzalez466@ellarises.org,Nora,Gonzalez,1/28/14,participant,801-668-4122,Bountiful,UT,84221,UVU,,STEM,default
448,oliver.williams467@ellarises.org,Oliver,Williams,1/7/01,participant,801-874-9260,Riverton,UT,84469,Mountain View High,,STEM,default
449,mason.brown468@community.org,Mason,Brown,7/8/13,participant,801-720-3903,Spanish Fork,UT,84947,,Local Library,STEM,default
450,sofia.miller469@community.org,Sofia,Miller,8/29/11,participant,801-593-7859,Lehi,UT,84517,,Startup Lab,Both,default
451,addison.moore470@community.org,Addison,Moore,12/28/00,participant,801-501-8419,Lehi,UT,84994,North Summit High,,Arts,default
452,daniel.martin471@learners.net,Daniel,Martin,5/26/13,participant,801-414-5760,Sandy,UT,84206,UVU,,Both,default
453,sofia.lopez472@learners.net,Sofia,Lopez,1/27/11,participant,801-560-8870,Logan,UT,84780,,Local Library,Both,default
454,oliver.wright473@learners.net,Oliver,Wright,5/22/00,participant,801-213-9564,Taylorsville,UT,84828,Westview High,,Arts,default
455,aria.brown474@ellarises.org,Aria,Brown,6/5/04,participant,801-968-3636,Sandy,UT,84274,,Tech Apprenticeship,Arts,default
456,aria.brown475@learners.net,Aria,Brown,1/17/06,participant,801-754-1529,Sandy,UT,84772,,Community Center,Arts,default
457,mila.flores476@studentmail.org,Mila,Flores,7/17/13,participant,801-723-5712,Bountiful,UT,84244,,Tech Apprenticeship,STEM,default
458,leah.harris477@community.org,Leah,Harris,4/17/98,participant,801-765-1881,Lehi,UT,84990,,Art Studio,Arts,default
459,nora.flores478@community.org,Nora,Flores,12/8/14,participant,801-848-7025,West Jordan,UT,84934,,Local Library,Both,default
460,nora.gonzalez479@learners.net,Nora,Gonzalez,3/12/02,participant,801-899-2220,Riverton,UT,84182,North Summit High,,Both,default
461,daniel.davis480@community.org,Daniel,Davis,12/1/00,participant,801-485-5329,Provo,UT,84439,North Summit High,,Both,default
462,eleanor.smith481@learners.net,Eleanor,Smith,6/13/01,participant,801-358-1654,Riverton,UT,84727,,Startup Lab,Arts,default
463,charlotte.flores482@learners.net,Charlotte,Flores,8/21/99,participant,801-786-6866,Spanish Fork,UT,84809,,Retail Store,Both,default
464,aaliyah.king483@studentmail.org,Aaliyah,King,7/29/01,participant,801-269-9276,Orem,UT,84534,SLCC,,Both,default
465,sebastian.sanchez484@ellarises.org,Sebastian,Sanchez,6/5/05,participant,801-418-6437,Draper,UT,84227,UVU,,Arts,default
466,hannah.flores485@community.org,Hannah,Flores,12/30/07,participant,801-884-6668,Salt Lake City,UT,84118,Valley Charter,,Both,default
467,addison.williams486@learners.net,Addison,Williams,10/3/03,participant,801-316-7322,Bountiful,UT,84938,,Cafe Rio,Both,default
468,aurora.johnson487@learners.net,Aurora,Johnson,12/1/08,participant,801-720-8300,Pleasant Grove,UT,84823,Westview High,,Arts,default
469,zoey.lee488@ellarises.org,Zoey,Lee,12/17/09,participant,801-991-9814,Logan,UT,84172,Westview High,,Both,default
470,harper.wilson489@studentmail.org,Harper,Wilson,1/23/10,participant,801-306-4368,Taylorsville,UT,84856,,Community Center,Both,default
471,william.jones490@studentmail.org,William,Jones,11/7/98,participant,801-934-6434,Salt Lake City,UT,84471,East Ridge Middle,,STEM,default
472,liam.ramirez492@learners.net,Liam,Ramirez,12/30/09,participant,801-889-2938,Salt Lake City,UT,84399,Westview High,,Both,default
473,harper.nguyen493@ellarises.org,Harper,Nguyen,7/2/04,participant,801-714-2738,Ogden,UT,84367,,Retail Store,Both,default
474,brooklyn.hill494@ellarises.org,Brooklyn,Hill,11/11/06,participant,801-648-7249,Murray,UT,84784,,Community Center,Both,default
475,sophia.walker495@studentmail.org,Sophia,Walker,3/29/10,participant,801-964-7406,West Jordan,UT,84140,BYU,,Both,default
476,aria.martin496@learners.net,Aria,Martin,10/6/00,participant,801-768-3316,Salt Lake City,UT,84567,Westview High,,STEM,default
477,james.wright497@ellarises.org,James,Wright,10/1/02,participant,801-966-6633,Murray,UT,84216,SLCC,,Both,default
478,daniel.martinez498@studentmail.org,Daniel,Martinez,5/11/02,participant,801-831-5140,Orem,UT,84227,East Ridge Middle,,STEM,default
479,charlotte.scott499@community.org,Charlotte,Scott,8/16/03,participant,801-887-2103,Ogden,UT,84298,East Ridge Middle,,STEM,default
480,alexander.perez500@learners.net,Alexander,Perez,3/30/00,participant,801-871-4842,St. George,UT,84688,BYU,,Both,default
481,harper.gonzalez501@learners.net,Harper,Gonzalez,7/21/13,participant,801-536-6008,Spanish Fork,UT,84462,,Local Library,STEM,default
482,natalie.lee502@community.org,Natalie,Lee,12/20/02,participant,801-520-5033,Orem,UT,84005,,Art Studio,Both,default
483,william.moore503@learners.net,William,Moore,10/6/08,participant,801-950-6432,St. George,UT,84696,Mountain View High,,Arts,default
484,stella.martin504@community.org,Stella,Martin,4/17/04,participant,801-861-2343,Logan,UT,84180,,Community Center,STEM,default
485,sebastian.gonzalez505@learners.net,Sebastian,Gonzalez,5/17/09,participant,801-277-1305,Ogden,UT,84745,,Tech Apprenticeship,STEM,default
486,liam.nguyen506@studentmail.org,Liam,Nguyen,2/8/10,participant,801-466-9904,Provo,UT,84565,Mountain View High,,Both,default
487,daniel.garcia508@community.org,Daniel,Garcia,10/10/11,participant,801-210-4913,Draper,UT,84515,,Tech Apprenticeship,STEM,default
488,daniel.rodriguez509@community.org,Daniel,Rodriguez,7/4/14,participant,801-779-3395,Orem,UT,84184,,Art Studio,Arts,default
489,stella.williams510@studentmail.org,Stella,Williams,4/15/06,participant,801-264-5331,Spanish Fork,UT,84238,Valley Charter,,STEM,default
490,grace.king511@learners.net,Grace,King,11/23/98,participant,801-665-1760,Bountiful,UT,84481,,Tech Apprenticeship,Arts,default
491,mila.king512@learners.net,Mila,King,6/13/06,participant,801-757-3848,Layton,UT,84593,,Tech Apprenticeship,Arts,default
492,natalie.nguyen513@ellarises.org,Natalie,Nguyen,8/1/09,participant,801-585-4651,Pleasant Grove,UT,84258,SLCC,,Arts,default
493,kennedy.young514@community.org,Kennedy,Young,9/18/01,participant,801-342-8207,Salt Lake City,UT,84514,Valley Charter,,STEM,default
494,daniel.moore515@studentmail.org,Daniel,Moore,7/3/11,participant,801-361-6934,St. George,UT,84192,,Art Studio,STEM,default
495,madison.clark516@learners.net,Madison,Clark,9/29/08,participant,801-891-8844,Logan,UT,84494,Valley Charter,,Both,default
496,lily.clark517@ellarises.org,Lily,Clark,1/8/01,participant,801-330-3639,West Jordan,UT,84045,,Tech Apprenticeship,Both,default
497,mia.torres518@studentmail.org,Mia,Torres,8/3/09,participant,801-464-3949,Provo,UT,84171,SLCC,,Both,default
498,emma.jackson519@ellarises.org,Emma,Jackson,10/20/08,participant,801-821-8723,Sandy,UT,84460,North Summit High,,STEM,default
499,noah.hill520@studentmail.org,Noah,Hill,12/7/03,participant,801-875-9369,Orem,UT,84639,North Summit High,,Both,default
500,violet.robinson521@ellarises.org,Violet,Robinson,6/8/00,participant,801-594-3166,West Jordan,UT,84388,Westview High,,STEM,default
501,michael.allen522@community.org,Michael,Allen,9/3/08,participant,801-298-3906,St. George,UT,84621,,Startup Lab,Both,default
502,isabella.wright523@ellarises.org,Isabella,Wright,7/15/11,participant,801-875-3135,Ogden,UT,84494,,Cafe Rio,STEM,default
503,william.king524@community.org,William,King,8/16/07,participant,801-244-9680,Draper,UT,84896,Valley Charter,,Arts,default
504,leah.thompson525@ellarises.org,Leah,Thompson,3/20/03,participant,801-460-8817,Taylorsville,UT,84138,,Startup Lab,STEM,default
505,aurora.hill526@community.org,Aurora,Hill,12/18/10,participant,801-205-1116,Layton,UT,84194,,Cafe Rio,STEM,default
506,michael.smith527@community.org,Michael,Smith,2/15/06,participant,801-523-7698,Sandy,UT,84705,East Ridge Middle,,STEM,default
507,elijah.nguyen528@learners.net,Elijah,Nguyen,8/31/10,participant,801-748-7939,Layton,UT,84876,UVU,,Both,default
508,penelope.sanchez529@studentmail.org,Penelope,Sanchez,1/4/02,participant,801-770-8904,Taylorsville,UT,84566,UVU,,Both,default
509,levi.taylor530@learners.net,Levi,Taylor,7/3/14,participant,801-922-7522,Draper,UT,84793,North Summit High,,Both,default
510,avery.anderson531@community.org,Avery,Anderson,12/26/06,participant,801-419-9328,Orem,UT,84103,,Retail Store,Arts,default
511,charlotte.hernandez532@community.org,Charlotte,Hernandez,7/30/08,participant,801-293-3381,Salt Lake City,UT,84824,,Startup Lab,Both,default
512,william.garcia533@ellarises.org,William,Garcia,8/30/11,participant,801-579-2311,Layton,UT,84228,Westview High,,Both,default
513,hazel.sanchez534@learners.net,Hazel,Sanchez,5/12/12,participant,801-992-3871,Provo,UT,84969,Mountain View High,,Arts,default
514,olivia.gonzalez535@learners.net,Olivia,Gonzalez,7/27/09,participant,801-813-9364,Sandy,UT,84035,,Art Studio,STEM,default
515,chloe.williams536@learners.net,Chloe,Williams,12/13/99,participant,801-200-3579,West Jordan,UT,84671,BYU,,Arts,default
516,kennedy.thompson538@learners.net,Kennedy,Thompson,1/23/07,participant,801-399-8450,West Jordan,UT,84621,,Local Library,STEM,default
517,lucy.lopez539@community.org,Lucy,Lopez,4/14/09,participant,801-772-2185,Pleasant Grove,UT,84110,BYU,,Arts,default
518,ella.allen540@learners.net,Ella,Allen,8/19/10,participant,801-653-7178,Layton,UT,84711,Mountain View High,,STEM,default
519,violet.robinson541@community.org,Violet,Robinson,7/8/99,participant,801-319-5224,Salt Lake City,UT,84494,SLCC,,Both,default
520,lucy.thomas543@learners.net,Lucy,Thomas,9/15/99,participant,801-889-6603,Ogden,UT,84409,,Cafe Rio,STEM,default
521,jack.lee544@learners.net,Jack,Lee,2/6/02,participant,801-787-5408,Sandy,UT,84916,,Art Studio,Both,default
522,zoey.young545@studentmail.org,Zoey,Young,8/21/02,participant,801-447-5348,West Jordan,UT,84754,Valley Charter,,STEM,default
523,addison.flores546@learners.net,Addison,Flores,10/5/99,participant,801-309-2964,St. George,UT,84798,,Tech Apprenticeship,Both,default
524,jackson.flores547@ellarises.org,Jackson,Flores,12/3/11,participant,801-693-7081,Provo,UT,84869,UVU,,Arts,default
525,penelope.young548@studentmail.org,Penelope,Young,10/29/14,participant,801-607-4638,Pleasant Grove,UT,84287,,Local Library,STEM,default
526,charlotte.king549@community.org,Charlotte,King,4/9/09,participant,801-753-1533,Spanish Fork,UT,84963,UVU,,Arts,default
527,layla.robinson550@ellarises.org,Layla,Robinson,4/7/98,participant,801-523-1137,Pleasant Grove,UT,84472,,Tech Apprenticeship,STEM,default
528,leah.nguyen551@ellarises.org,Leah,Nguyen,3/14/02,participant,801-827-5254,Lehi,UT,84371,,Cafe Rio,Arts,default
529,lillian.moore552@community.org,Lillian,Moore,7/5/07,participant,801-388-9171,Lehi,UT,84375,Valley Charter,,Arts,default
530,zoe.white553@community.org,Zoe,White,12/1/10,participant,801-384-3148,Layton,UT,84462,,Tech Apprenticeship,STEM,default
531,elizabeth.moore554@studentmail.org,Elizabeth,Moore,4/9/01,participant,801-590-4212,Taylorsville,UT,84877,,Retail Store,Both,default
532,scarlett.walker555@ellarises.org,Scarlett,Walker,2/23/12,participant,801-711-3203,Orem,UT,84432,,Cafe Rio,Both,default
533,aaliyah.young556@learners.net,Aaliyah,Young,12/8/06,participant,801-781-1781,Layton,UT,84576,East Ridge Middle,,Both,default
534,lily.brown557@studentmail.org,Lily,Brown,2/3/08,participant,801-844-2577,Layton,UT,84488,,Art Studio,Arts,default
535,lucy.white558@learners.net,Lucy,White,9/20/00,participant,801-220-7746,Layton,UT,84353,UVU,,Both,default
536,nora.torres559@studentmail.org,Nora,Torres,12/7/08,participant,801-532-9363,Murray,UT,84364,,Retail Store,Both,default
537,lucas.garcia560@community.org,Lucas,Garcia,10/4/01,participant,801-846-3373,Murray,UT,84475,,Tech Apprenticeship,Arts,default
538,oliver.flores561@community.org,Oliver,Flores,2/13/03,participant,801-365-6629,Ogden,UT,84082,UVU,,Arts,default
539,savannah.moore562@community.org,Savannah,Moore,10/10/14,participant,801-655-6950,Layton,UT,84909,,Local Library,Both,default
540,lucas.clark563@studentmail.org,Lucas,Clark,4/28/14,participant,801-223-3048,Orem,UT,84875,Valley Charter,,Both,default
541,eleanor.garcia564@studentmail.org,Eleanor,Garcia,6/7/99,participant,801-305-2565,Orem,UT,84407,,Startup Lab,Arts,default
542,charlotte.johnson565@community.org,Charlotte,Johnson,11/21/03,participant,801-285-2702,Pleasant Grove,UT,84784,,Local Library,STEM,default
543,abigail.harris566@learners.net,Abigail,Harris,12/10/07,participant,801-955-5655,West Jordan,UT,84254,,Tech Apprenticeship,STEM,default
544,sofia.king567@studentmail.org,Sofia,King,4/18/05,participant,801-879-6846,Salt Lake City,UT,84036,,Community Center,Arts,default
545,theodore.wright568@learners.net,Theodore,Wright,12/21/01,participant,801-914-9835,Riverton,UT,84139,,Local Library,Both,default
546,benjamin.torres569@community.org,Benjamin,Torres,12/11/04,participant,801-854-9745,Pleasant Grove,UT,84656,,Startup Lab,Arts,default
547,levi.wright570@studentmail.org,Levi,Wright,3/31/07,participant,801-515-6992,Ogden,UT,84453,BYU,,STEM,default
548,brooklyn.smith571@ellarises.org,Brooklyn,Smith,9/18/05,participant,801-976-3233,Pleasant Grove,UT,84835,BYU,,Arts,default
549,sebastian.smith572@community.org,Sebastian,Smith,7/27/04,participant,801-209-8052,Spanish Fork,UT,84307,,Local Library,STEM,default
550,ava.scott573@learners.net,Ava,Scott,11/8/06,participant,801-774-8161,Sandy,UT,84422,Valley Charter,,STEM,default
551,hazel.harris574@studentmail.org,Hazel,Harris,8/3/09,participant,801-632-4924,Layton,UT,84082,,Retail Store,Both,default
552,paisley.jackson575@learners.net,Paisley,Jackson,1/24/01,participant,801-270-3988,Taylorsville,UT,84193,BYU,,STEM,default
553,benjamin.flores576@community.org,Benjamin,Flores,3/19/02,participant,801-837-9060,Layton,UT,84718,UVU,,STEM,default
554,scarlett.brown577@ellarises.org,Scarlett,Brown,1/15/04,participant,801-304-5622,Orem,UT,84996,North Summit High,,Both,default
555,henry.smith578@studentmail.org,Henry,Smith,11/15/02,participant,801-215-9086,Ogden,UT,84155,UVU,,Arts,default
556,bella.young579@learners.net,Bella,Young,10/20/99,participant,801-232-6410,Riverton,UT,84714,,Community Center,STEM,default
557,amelia.moore580@community.org,Amelia,Moore,4/24/02,participant,801-681-3975,Ogden,UT,84557,,Startup Lab,Arts,default
558,leah.smith581@ellarises.org,Leah,Smith,7/18/03,participant,801-989-8257,West Jordan,UT,84395,,Art Studio,STEM,default
559,nora.robinson582@ellarises.org,Nora,Robinson,9/23/06,participant,801-413-8746,Pleasant Grove,UT,84682,,Tech Apprenticeship,Arts,default
560,claire.hernandez583@ellarises.org,Claire,Hernandez,4/27/12,participant,801-459-8884,Pleasant Grove,UT,84126,BYU,,STEM,default
561,natalie.brown584@studentmail.org,Natalie,Brown,4/12/05,participant,801-848-8113,Logan,UT,84242,Westview High,,STEM,default
562,penelope.nguyen585@ellarises.org,Penelope,Nguyen,12/11/98,participant,801-448-1146,Bountiful,UT,84809,,Local Library,Both,default
563,jack.hill586@studentmail.org,Jack,Hill,7/15/01,participant,801-291-5075,Draper,UT,84790,Mountain View High,,STEM,default
564,violet.brown587@ellarises.org,Violet,Brown,5/29/00,participant,801-357-9787,Draper,UT,84661,North Summit High,,Arts,default
565,madison.lee588@learners.net,Madison,Lee,6/17/13,participant,801-397-1349,Riverton,UT,84751,SLCC,,Arts,default
566,camila.taylor589@ellarises.org,Camila,Taylor,3/5/10,participant,801-648-5828,Spanish Fork,UT,84724,,Art Studio,Arts,default
567,zoey.torres590@studentmail.org,Zoey,Torres,3/5/04,participant,801-949-8674,Draper,UT,84332,,Community Center,Both,default
568,lily.jones591@studentmail.org,Lily,Jones,3/27/06,participant,801-469-9873,Riverton,UT,84303,Mountain View High,,STEM,default
569,mateo.harris592@studentmail.org,Mateo,Harris,3/12/05,participant,801-572-4912,Salt Lake City,UT,84635,,Art Studio,STEM,default
570,sebastian.harris593@studentmail.org,Sebastian,Harris,10/2/11,participant,801-709-3525,Pleasant Grove,UT,84700,BYU,,Arts,default
571,noah.lee594@ellarises.org,Noah,Lee,12/25/98,participant,801-874-2092,Logan,UT,84536,,Community Center,STEM,default
572,layla.williams595@studentmail.org,Layla,Williams,9/18/98,participant,801-396-2617,Logan,UT,84498,,Local Library,Both,default
573,hazel.young596@learners.net,Hazel,Young,4/18/98,participant,801-426-2161,Provo,UT,84376,,Startup Lab,STEM,default
574,alexander.garcia597@community.org,Alexander,Garcia,4/12/06,participant,801-771-7814,Provo,UT,84370,,Retail Store,Both,default
575,amelia.flores598@learners.net,Amelia,Flores,10/25/04,participant,801-951-2153,Pleasant Grove,UT,84042,East Ridge Middle,,STEM,default
576,michael.miller599@ellarises.org,Michael,Miller,5/2/02,participant,801-594-4104,West Jordan,UT,84545,,Cafe Rio,Both,default
577,addison.torres600@studentmail.org,Addison,Torres,2/16/13,participant,801-308-6864,Taylorsville,UT,84765,Mountain View High,,Both,default
578,sebastian.hill602@community.org,Sebastian,Hill,5/4/06,participant,801-522-6319,Draper,UT,84925,SLCC,,Both,default
579,william.lee603@studentmail.org,William,Lee,1/28/06,participant,801-984-5162,Sandy,UT,84385,Mountain View High,,Arts,default
580,james.smith604@ellarises.org,James,Smith,1/11/01,participant,801-216-9480,Murray,UT,84611,,Startup Lab,Arts,default
581,ava.martin605@studentmail.org,Ava,Martin,6/21/13,participant,801-522-1355,Sandy,UT,84877,,Community Center,Arts,default
582,daniel.scott606@studentmail.org,Daniel,Scott,7/2/01,participant,801-671-6827,Logan,UT,84039,North Summit High,,Arts,default
583,natalie.nguyen607@studentmail.org,Natalie,Nguyen,10/18/10,participant,801-507-2505,West Jordan,UT,84263,SLCC,,Both,default
584,hannah.jones608@learners.net,Hannah,Jones,5/9/11,participant,801-699-2562,Spanish Fork,UT,84178,,Tech Apprenticeship,Arts,default
585,isabella.torres609@community.org,Isabella,Torres,10/21/05,participant,801-257-6478,Ogden,UT,84799,,Startup Lab,Arts,default
586,oliver.davis610@studentmail.org,Oliver,Davis,3/20/99,participant,801-996-7266,Salt Lake City,UT,84650,BYU,,Both,default
587,mia.lee611@studentmail.org,Mia,Lee,6/8/01,participant,801-914-4617,Lehi,UT,84515,Westview High,,Both,default
588,james.lewis612@ellarises.org,James,Lewis,4/27/01,participant,801-496-7460,West Jordan,UT,84443,North Summit High,,Arts,default
589,abigail.walker613@ellarises.org,Abigail,Walker,4/3/09,participant,801-287-7529,Bountiful,UT,84269,SLCC,,Both,default
590,sofia.rodriguez614@community.org,Sofia,Rodriguez,8/3/10,participant,801-604-4212,Sandy,UT,84500,,Local Library,Both,default
591,mason.thomas615@studentmail.org,Mason,Thomas,4/3/05,participant,801-995-8046,Ogden,UT,84273,,Tech Apprenticeship,Both,default
592,emily.davis616@community.org,Emily,Davis,3/12/05,participant,801-556-4120,Taylorsville,UT,84375,UVU,,Both,default
593,sophia.martin617@studentmail.org,Sophia,Martin,11/18/07,participant,801-652-3389,Draper,UT,84632,Westview High,,STEM,default
594,nora.white618@studentmail.org,Nora,White,6/15/03,participant,801-957-1893,Ogden,UT,84116,,Local Library,STEM,default
595,aurora.smith619@learners.net,Aurora,Smith,7/6/98,participant,801-660-8719,Logan,UT,84313,UVU,,STEM,default
596,sebastian.wilson620@studentmail.org,Sebastian,Wilson,10/31/08,participant,801-464-9991,Pleasant Grove,UT,84769,,Local Library,Both,default
597,aria.johnson621@community.org,Aria,Johnson,5/8/99,participant,801-461-3790,Pleasant Grove,UT,84045,BYU,,STEM,default
598,paisley.brown622@community.org,Paisley,Brown,11/14/12,participant,801-597-5445,Salt Lake City,UT,84069,,Community Center,Both,default
599,natalie.miller623@ellarises.org,Natalie,Miller,3/9/03,participant,801-864-7332,Murray,UT,84889,SLCC,,Both,default
600,elizabeth.lee624@community.org,Elizabeth,Lee,4/9/08,participant,801-403-9202,Ogden,UT,84191,,Cafe Rio,Both,default
601,emma.williams625@studentmail.org,Emma,Williams,10/28/06,participant,801-541-9027,Pleasant Grove,UT,84313,,Art Studio,STEM,default
602,emma.thompson626@learners.net,Emma,Thompson,3/30/09,participant,801-509-4869,Draper,UT,84641,BYU,,STEM,default
603,eleanor.harris627@ellarises.org,Eleanor,Harris,10/24/06,participant,801-355-6599,Layton,UT,84231,,Tech Apprenticeship,STEM,default
604,emily.harris628@studentmail.org,Emily,Harris,7/26/07,participant,801-786-3502,Taylorsville,UT,84247,BYU,,Both,default
605,skylar.lewis629@studentmail.org,Skylar,Lewis,5/5/13,participant,801-341-9869,Sandy,UT,84669,,Retail Store,STEM,default
606,camila.martin630@studentmail.org,Camila,Martin,9/19/12,participant,801-988-3378,Taylorsville,UT,84931,,Startup Lab,Both,default
607,lily.lee631@ellarises.org,Lily,Lee,4/23/14,participant,801-525-3384,Logan,UT,84189,Westview High,,Arts,default
608,noah.clark632@learners.net,Noah,Clark,5/29/01,participant,801-852-5485,Riverton,UT,84764,,Retail Store,STEM,default
609,mila.rodriguez633@studentmail.org,Mila,Rodriguez,8/2/11,participant,801-826-5372,Salt Lake City,UT,84781,,Local Library,Both,default
610,camila.allen635@community.org,Camila,Allen,8/17/08,participant,801-596-9051,Draper,UT,84189,North Summit High,,STEM,default
611,nora.wilson637@ellarises.org,Nora,Wilson,6/5/13,participant,801-649-9027,Orem,UT,84950,UVU,,Arts,default
612,addison.ramirez638@community.org,Addison,Ramirez,2/25/14,participant,801-952-7232,Provo,UT,84623,UVU,,Arts,default
613,sebastian.king639@ellarises.org,Sebastian,King,12/14/98,participant,801-662-8485,Pleasant Grove,UT,84112,,Startup Lab,STEM,default
614,michael.wright640@community.org,Michael,Wright,2/23/12,participant,801-596-9456,Provo,UT,84572,Westview High,,STEM,default
615,savannah.lewis641@community.org,Savannah,Lewis,9/25/01,participant,801-492-8558,Murray,UT,84793,SLCC,,Arts,default
616,charlotte.king642@studentmail.org,Charlotte,King,1/11/00,participant,801-861-8400,Riverton,UT,84850,,Art Studio,Both,default
617,ella.lopez643@studentmail.org,Ella,Lopez,7/24/98,participant,801-531-8387,Bountiful,UT,84424,North Summit High,,Arts,default
618,nora.robinson644@ellarises.org,Nora,Robinson,2/10/14,participant,801-908-3686,Layton,UT,84332,,Art Studio,STEM,default
619,emily.davis645@community.org,Emily,Davis,4/21/14,participant,801-736-7292,Draper,UT,84088,,Retail Store,Both,default
620,lily.harris646@community.org,Lily,Harris,9/7/10,participant,801-374-6491,Provo,UT,84787,,Community Center,Both,default
621,scarlett.hernandez647@studentmail.org,Scarlett,Hernandez,5/31/07,participant,801-929-1840,Orem,UT,84788,BYU,,Arts,default
622,lucas.jackson648@studentmail.org,Lucas,Jackson,1/29/98,participant,801-334-4323,Logan,UT,84921,,Local Library,Arts,default
623,olivia.robinson649@community.org,Olivia,Robinson,5/3/03,participant,801-205-9084,Spanish Fork,UT,84557,Valley Charter,,Both,default
624,jack.robinson650@community.org,Jack,Robinson,6/28/03,participant,801-815-1107,Riverton,UT,84082,,Startup Lab,Both,default
625,penelope.flores651@studentmail.org,Penelope,Flores,8/26/12,participant,801-351-1902,Provo,UT,84190,UVU,,STEM,default
626,aria.williams652@learners.net,Aria,Williams,6/11/00,participant,801-289-1803,Lehi,UT,84943,SLCC,,STEM,default
627,lily.jackson653@studentmail.org,Lily,Jackson,10/21/98,participant,801-792-6901,Riverton,UT,84768,East Ridge Middle,,Arts,default
628,claire.white654@community.org,Claire,White,7/26/04,participant,801-637-2063,Ogden,UT,84777,Mountain View High,,STEM,default
629,avery.moore655@learners.net,Avery,Moore,8/10/13,participant,801-737-4438,Pleasant Grove,UT,84424,Valley Charter,,Both,default
630,amelia.miller656@ellarises.org,Amelia,Miller,7/31/07,participant,801-905-5705,Spanish Fork,UT,84742,,Local Library,Arts,default
631,lucy.king657@learners.net,Lucy,King,8/28/09,participant,801-776-9132,St. George,UT,84630,,Art Studio,Both,default
632,jackson.young658@studentmail.org,Jackson,Young,1/13/98,participant,801-497-4171,West Jordan,UT,84726,East Ridge Middle,,STEM,default
633,theodore.davis659@studentmail.org,Theodore,Davis,11/4/05,participant,801-246-6468,Taylorsville,UT,84424,,Cafe Rio,Both,default
634,hannah.smith660@studentmail.org,Hannah,Smith,9/25/04,participant,801-269-6042,Murray,UT,84261,,Cafe Rio,Both,default
635,claire.smith661@ellarises.org,Claire,Smith,12/9/01,participant,801-605-1477,Lehi,UT,84350,Valley Charter,,Arts,default
636,violet.walker662@community.org,Violet,Walker,6/26/01,participant,801-339-8888,Provo,UT,84662,,Tech Apprenticeship,Arts,default
637,sebastian.perez663@community.org,Sebastian,Perez,9/8/09,participant,801-960-1917,Taylorsville,UT,84951,BYU,,Both,default
